Region;Sub Region;Country;Status;Group;Year;Value;Rate
Asia;Western Asia;Cyprus;Persons brought into Formal Contact;Juveniles Females;2013;5;4.309230371
Asia;Western Asia;Cyprus;Persons brought into Formal Contact;Juveniles Females;2014;1;0.869565217
Asia;Western Asia;Cyprus;Persons brought into Formal Contact;Juveniles Females;2015;3;2.62892696
Asia;Western Asia;Cyprus;Persons brought into Formal Contact;Juveniles Females;2016;4;3.499715648
Asia;Western Asia;Cyprus;Persons brought into Formal Contact;Foreign Citizens;2005;875;85.14505799
Asia;Western Asia;Cyprus;Persons brought into Formal Contact;Foreign Citizens;2006;1009;96.50801667
Asia;Western Asia;Cyprus;Persons prosecuted;Total;2003;95093;9570.907934
Asia;Western Asia;Cyprus;Persons prosecuted;Total;2004;99686;9865.896022
Asia;Western Asia;Cyprus;Persons prosecuted;Total;2005;95724;9314.772035
Asia;Western Asia;Cyprus;Persons prosecuted;Total;2006;107997;10329.60979
Asia;Western Asia;Cyprus;Persons prosecuted;Total;2007;107269;10084.40255
Asia;Western Asia;Cyprus;Persons prosecuted;Total;2008;103829;9599.903103
Asia;Western Asia;Cyprus;Persons prosecuted;Total;2009;102179;9305.275773
Asia;Western Asia;Cyprus;Persons prosecuted;Total;2010;117854;10592.59918
Asia;Western Asia;Cyprus;Persons prosecuted;Total;2011;138744;12334.60908
Asia;Western Asia;Cyprus;Persons prosecuted;Total;2012;129126;11376.11866
Asia;Western Asia;Cyprus;Persons prosecuted;Total;2013;104344;9121.808276
Asia;Western Asia;Cyprus;Persons prosecuted;Total;2014;125843;10920.94221
Asia;Western Asia;Cyprus;Persons prosecuted;Total;2015;96039;8272.199899
Asia;Western Asia;Cyprus;Persons prosecuted;Total;2016;82891;7083.148616
Asia;Western Asia;Cyprus;Persons prosecuted;Adults;2013;103796;11511.74565
Asia;Western Asia;Cyprus;Persons prosecuted;Adults;2014;125491;13701.0276
Asia;Western Asia;Cyprus;Persons prosecuted;Adults;2015;95675;10294.0322
Asia;Western Asia;Cyprus;Persons prosecuted;Adults;2016;82555;8784.250383
Asia;Western Asia;Cyprus;Persons prosecuted;Adults Males;2013;83902;18283.20644
Asia;Western Asia;Cyprus;Persons prosecuted;Adults Males;2014;100490;21563.12832
Asia;Western Asia;Cyprus;Persons prosecuted;Adults Males;2015;77371;16366.19009
Asia;Western Asia;Cyprus;Persons prosecuted;Adults Males;2016;65936;13784.56804
Asia;Western Asia;Cyprus;Persons prosecuted;Adults Females;2013;19894;4496.957422
Asia;Western Asia;Cyprus;Persons prosecuted;Adults Females;2014;25001;5563.170613
Asia;Western Asia;Cyprus;Persons prosecuted;Adults Females;2015;18304;4013.779825
Asia;Western Asia;Cyprus;Persons prosecuted;Adults Females;2016;16619;3601.270705
Asia;Western Asia;Cyprus;Persons prosecuted;Juveniles;2013;548;228.3342847
Asia;Western Asia;Cyprus;Persons prosecuted;Juveniles;2014;352;148.0646437
Asia;Western Asia;Cyprus;Persons prosecuted;Juveniles;2015;364;154.3170622
Asia;Western Asia;Cyprus;Persons prosecuted;Juveniles;2016;336;142.1897217
Asia;Western Asia;Cyprus;Persons prosecuted;Juveniles Males;2013;530;427.5193392
Asia;Western Asia;Cyprus;Persons prosecuted;Juveniles Males;2014;331;269.6889208
Asia;Western Asia;Cyprus;Persons prosecuted;Juveniles Males;2015;342;280.8735002
Asia;Western Asia;Cyprus;Persons prosecuted;Juveniles Males;2016;325;266.3759753
Asia;Western Asia;Cyprus;Persons prosecuted;Juveniles Females;2013;18;15.51322934
Asia;Western Asia;Cyprus;Persons prosecuted;Juveniles Females;2014;21;18.26086957
Asia;Western Asia;Cyprus;Persons prosecuted;Juveniles Females;2015;22;19.2787977
Asia;Western Asia;Cyprus;Persons prosecuted;Juveniles Females;2016;11;9.624218032
Asia;Western Asia;Cyprus;Persons brought before the Criminal Court;Total;2003;95093;9570.907934
Asia;Western Asia;Cyprus;Persons brought before the Criminal Court;Total;2004;99686;9865.896022
Asia;Western Asia;Cyprus;Persons brought before the Criminal Court;Total;2005;95724;9314.772035
Asia;Western Asia;Cyprus;Persons brought before the Criminal Court;Total;2006;107997;10329.60979
Asia;Western Asia;Cyprus;Persons brought before the Criminal Court;Total;2007;107269;10084.40255
Asia;Western Asia;Cyprus;Persons brought before the Criminal Court;Total;2008;103829;9599.903103
Asia;Western Asia;Cyprus;Persons brought before the Criminal Court;Total;2009;102179;9305.275773
Asia;Western Asia;Cyprus;Persons brought before the Criminal Court;Total;2010;117854;10592.59918
Asia;Western Asia;Cyprus;Persons brought before the Criminal Court;Total;2011;138744;12334.60908
Asia;Western Asia;Cyprus;Persons brought before the Criminal Court;Total;2012;129126;11376.11866
Asia;Western Asia;Cyprus;Persons brought before the Criminal Court;Total;2013;104344;9121.808276
Asia;Western Asia;Cyprus;Persons brought before the Criminal Court;Total;2014;125843;10920.94221
Asia;Western Asia;Cyprus;Persons brought before the Criminal Court;Total;2015;96039;8272.199899
Asia;Western Asia;Cyprus;Persons brought before the Criminal Court;Total;2016;82891;7083.148616
Asia;Western Asia;Cyprus;Persons convicted;Total;2004;58538;5793.489771
Asia;Western Asia;Cyprus;Persons convicted;Total;2005;59889;5827.717003
Asia;Western Asia;Cyprus;Persons convicted;Total;2006;68427;6544.850403
Asia;Western Asia;Cyprus;Persons convicted;Total;2007;66962;6295.124996
Asia;Western Asia;Cyprus;Persons convicted;Total;2008;63775;5896.558961
Asia;Western Asia;Cyprus;Persons convicted;Total;2009;62466;5688.677286
Asia;Western Asia;Cyprus;Persons convicted;Total;2010;75693;6803.210837
Asia;Western Asia;Cyprus;Persons convicted;Total;2011;86813;7717.843061
Asia;Western Asia;Cyprus;Persons convicted;Total;2012;71545;6303.179914
Asia;Western Asia;Cyprus;Persons convicted;Total;2013;60819;5316.829502
Asia;Western Asia;Cyprus;Persons convicted;Total;2014;68708;5962.636758
Asia;Western Asia;Cyprus;Persons convicted;Total;2015;54095;4659.405591
Asia;Western Asia;Cyprus;Persons convicted;Total;2016;45324;3872.997405
Asia;Western Asia;Cyprus;Persons convicted;Adults;2003;53852;7247.660243
Asia;Western Asia;Cyprus;Persons convicted;Adults;2004;57502;7538.902662
Asia;Western Asia;Cyprus;Persons convicted;Adults;2005;58354;7466.378012
Asia;Western Asia;Cyprus;Persons convicted;Adults;2006;67728;8504.109039
Asia;Western Asia;Cyprus;Persons convicted;Adults;2007;66017;8138.431117
Asia;Western Asia;Cyprus;Persons convicted;Adults;2008;62971;7620.305001
Asia;Western Asia;Cyprus;Persons convicted;Adults;2009;61631;7318.570557
Asia;Western Asia;Cyprus;Persons convicted;Adults;2010;74899;8724.199786
Asia;Western Asia;Cyprus;Persons convicted;Adults;2011;86143;9874.028564
Asia;Western Asia;Cyprus;Persons convicted;Adults;2012;70970;8001.226622
Asia;Western Asia;Cyprus;Persons convicted;Adults;2013;60371;6695.591319
Asia;Western Asia;Cyprus;Persons convicted;Adults;2014;68433;7471.471432
Asia;Western Asia;Cyprus;Persons convicted;Adults;2015;53791;5787.575504
Asia;Western Asia;Cyprus;Persons convicted;Adults;2016;45049;4793.430992
Asia;Western Asia;Cyprus;Persons convicted;Adults Males;2004;46179;12069.97496
Asia;Western Asia;Cyprus;Persons convicted;Adults Males;2005;47048;11977.44428
Asia;Western Asia;Cyprus;Persons convicted;Adults Males;2006;56085;13983.73862
Asia;Western Asia;Cyprus;Persons convicted;Adults Males;2007;54926;13412.25481
Asia;Western Asia;Cyprus;Persons convicted;Adults Males;2008;51809;12385.31233
Asia;Western Asia;Cyprus;Persons convicted;Adults Males;2009;50964;11925.97862
Asia;Western Asia;Cyprus;Persons convicted;Adults Males;2010;62332;14280.01961
Asia;Western Asia;Cyprus;Persons convicted;Adults Males;2011;69663;15691.20781
Asia;Western Asia;Cyprus;Persons convicted;Adults Males;2012;57743;12789.17561
Asia;Western Asia;Cyprus;Persons convicted;Adults Males;2013;48546;10578.72923
Asia;Western Asia;Cyprus;Persons convicted;Adults Males;2014;54689;11735.15698
Asia;Western Asia;Cyprus;Persons convicted;Adults Males;2015;42982;9091.928275
Asia;Western Asia;Cyprus;Persons convicted;Adults Males;2016;36421;7614.167566
Asia;Western Asia;Cyprus;Persons convicted;Adults Females;2003;9716;2619.235041
Asia;Western Asia;Cyprus;Persons convicted;Adults Females;2004;11323;2978.631613
Asia;Western Asia;Cyprus;Persons convicted;Adults Females;2005;11306;2908.280858
Asia;Western Asia;Cyprus;Persons convicted;Adults Females;2006;11643;2944.925865
Asia;Western Asia;Cyprus;Persons convicted;Adults Females;2007;11091;2761.091292
Asia;Western Asia;Cyprus;Persons convicted;Adults Females;2008;11162;2735.174263
Asia;Western Asia;Cyprus;Persons convicted;Adults Females;2009;10667;2571.482984
Asia;Western Asia;Cyprus;Persons convicted;Adults Females;2010;12567;2977.806844
Asia;Western Asia;Cyprus;Persons convicted;Adults Females;2011;16480;3847.4289
Asia;Western Asia;Cyprus;Persons convicted;Adults Females;2012;13227;3038.9571
Asia;Western Asia;Cyprus;Persons convicted;Adults Females;2013;11825;2672.992938
Asia;Western Asia;Cyprus;Persons convicted;Adults Females;2014;13744;3058.286345
Asia;Western Asia;Cyprus;Persons convicted;Adults Females;2015;10809;2370.243998
Asia;Western Asia;Cyprus;Persons convicted;Adults Females;2016;8628;1869.653026
Asia;Western Asia;Cyprus;Persons convicted;Juveniles;2003;837;328.0757592
Asia;Western Asia;Cyprus;Persons convicted;Juveniles;2004;1036;409.3405508
Asia;Western Asia;Cyprus;Persons convicted;Juveniles;2005;1535;611.4831354
Asia;Western Asia;Cyprus;Persons convicted;Juveniles;2006;699;277.515305
Asia;Western Asia;Cyprus;Persons convicted;Juveniles;2007;945;375.2024902
Asia;Western Asia;Cyprus;Persons convicted;Juveniles;2008;804;320.7634489
Asia;Western Asia;Cyprus;Persons convicted;Juveniles;2009;835;336.1946789
Asia;Western Asia;Cyprus;Persons convicted;Juveniles;2010;794;323.8635205
Asia;Western Asia;Cyprus;Persons convicted;Juveniles;2011;670;274.3383124
Asia;Western Asia;Cyprus;Persons convicted;Juveniles;2012;575;237.2954101
Asia;Western Asia;Cyprus;Persons convicted;Juveniles;2013;448;186.6674444
Asia;Western Asia;Cyprus;Persons convicted;Juveniles;2014;275;115.6755029
Asia;Western Asia;Cyprus;Persons convicted;Juveniles;2015;304;128.8801838
Asia;Western Asia;Cyprus;Persons convicted;Juveniles;2016;275;116.3755163
Asia;Western Asia;Cyprus;Persons convicted;Juveniles Males;2003;810;615.6933391
Asia;Western Asia;Cyprus;Persons convicted;Juveniles Males;2004;983;753.5974119
Asia;Western Asia;Cyprus;Persons convicted;Juveniles Males;2005;1434;1108.251606
Asia;Western Asia;Cyprus;Persons convicted;Juveniles Males;2006;640;492.2243928
Asia;Western Asia;Cyprus;Persons convicted;Juveniles Males;2007;896;688.1826142
Asia;Western Asia;Cyprus;Persons convicted;Juveniles Males;2008;764;589.0652829
Asia;Western Asia;Cyprus;Persons convicted;Juveniles Males;2009;798;620.7411556
Asia;Western Asia;Cyprus;Persons convicted;Juveniles Males;2010;774;610.2608984
Asia;Western Asia;Cyprus;Persons convicted;Juveniles Males;2011;634;501.9515941
Asia;Western Asia;Cyprus;Persons convicted;Juveniles Males;2012;556;443.9015433
Asia;Western Asia;Cyprus;Persons convicted;Juveniles Males;2013;433;349.2752337
Asia;Western Asia;Cyprus;Persons convicted;Juveniles Males;2014;262;213.4697802
Asia;Western Asia;Cyprus;Persons convicted;Juveniles Males;2015;289;237.3463203
Asia;Western Asia;Cyprus;Persons convicted;Juveniles Males;2016;267;218.838109
Asia;Western Asia;Cyprus;Persons convicted;Juveniles Females;2003;27;21.85173195
Asia;Western Asia;Cyprus;Persons convicted;Juveniles Females;2004;53;43.21380233
Asia;Western Asia;Cyprus;Persons convicted;Juveniles Females;2005;101;83.03462791
Asia;Western Asia;Cyprus;Persons convicted;Juveniles Females;2006;59;48.41780462
Asia;Western Asia;Cyprus;Persons convicted;Juveniles Females;2007;49;40.27386226
Asia;Western Asia;Cyprus;Persons convicted;Juveniles Females;2008;40;33.06960325
Asia;Western Asia;Cyprus;Persons convicted;Juveniles Females;2009;37;30.88119919
Asia;Western Asia;Cyprus;Persons convicted;Juveniles Females;2010;20;16.90131323
Asia;Western Asia;Cyprus;Persons convicted;Juveniles Females;2011;36;30.52943122
Asia;Western Asia;Cyprus;Persons convicted;Juveniles Females;2012;19;16.23043805
Asia;Western Asia;Cyprus;Persons convicted;Juveniles Females;2013;15;12.92769111
Asia;Western Asia;Cyprus;Persons convicted;Juveniles Females;2014;13;11.30434783
Asia;Western Asia;Cyprus;Persons convicted;Juveniles Females;2015;15;13.1446348
Asia;Western Asia;Cyprus;Persons convicted;Juveniles Females;2016;8;6.999431296
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Total;2003;6796;148.4140271
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Total;2004;6721;148.2574947
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Total;2005;10600;236.2618736
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Total;2006;17803;401.0681935
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Total;2007;24968;568.6778491
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Total;2008;25296;582.7881214
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Total;2009;19362;451.5711935
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Total;2010;18219;430.5401591
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Adults;2003;6436;187.7371144
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Adults;2004;6275;183.4657991
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Adults;2005;10068;294.6489951
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Adults;2006;16915;496.7564724
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Adults;2007;24045;708.1041333
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Adults;2008;23992;708.8954681
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Adults;2009;18693;555.0484676
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Adults;2010;17544;524.5724394
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Adults Males;2003;5915;376.8865033
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Adults Males;2004;6122;391.0549221
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Adults Males;2005;9896;632.1339439
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Adults Males;2006;16058;1025.985717
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Adults Males;2007;23207;1480.91756
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Adults Males;2008;23065;1469.861936
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Adults Males;2009;17810;1134.062631
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Adults Males;2010;16702;1063.46807
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Adults Females;2003;521;28.13173427
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Adults Females;2004;153;8.272582122
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Adults Females;2005;172;9.289985827
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Adults Females;2006;857;46.28396971
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Adults Females;2007;838;45.1692851
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Adults Females;2008;927;49.84305085
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Adults Females;2009;883;47.37696342
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Adults Females;2010;842;45.10708647
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Juveniles;2003;360;31.36448582
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Juveniles;2004;446;40.39167243
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Juveniles;2005;532;50.26806485
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Juveniles;2006;888;86.71053621
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Juveniles;2007;923;93.2136805
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Juveniles;2008;1304;135.9934089
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Juveniles;2009;669;71.87543311
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Juveniles;2010;675;74.52848313
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Juveniles Males;2003;346;58.84864163
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Juveniles Males;2004;443;78.13106265
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Juveniles Males;2005;531;97.34153129
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Juveniles Males;2006;883;167.0374406
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Juveniles Males;2007;899;175.2740729
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Juveniles Males;2008;1291;258.7065474
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Juveniles Males;2009;658;135.2234475
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Juveniles Males;2010;664;139.7265232
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Juveniles Females;2003;14;2.500969126
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Juveniles Females;2004;3;0.55851049
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Juveniles Females;2005;1;0.194998674
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Juveniles Females;2006;5;1.009230421
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Juveniles Females;2007;24;5.029074336
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Juveniles Females;2008;13;2.827359268
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Juveniles Females;2009;11;2.476674232
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Juveniles Females;2010;11;2.555287121
Asia;Western Asia;Georgia;Persons brought into Formal Contact;National Citizens;2004;6711;148.0369062
Asia;Western Asia;Georgia;Persons brought into Formal Contact;National Citizens;2005;10501;234.0552768
Asia;Western Asia;Georgia;Persons brought into Formal Contact;National Citizens;2006;17614;396.8103781
Asia;Western Asia;Georgia;Persons brought into Formal Contact;National Citizens;2007;24656;561.5716536
Asia;Western Asia;Georgia;Persons brought into Formal Contact;National Citizens;2008;25115;578.6181084
Asia;Western Asia;Georgia;Persons brought into Formal Contact;National Citizens;2009;19080;444.9942347
Asia;Western Asia;Georgia;Persons brought into Formal Contact;National Citizens;2010;17996;425.2703607
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Foreign Citizens;2004;10;0.220588446
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Foreign Citizens;2005;99;2.206596744
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Foreign Citizens;2006;189;4.257815457
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Foreign Citizens;2007;312;7.106195486
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Foreign Citizens;2008;181;4.170013045
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Foreign Citizens;2009;282;6.576958814
Asia;Western Asia;Georgia;Persons brought into Formal Contact;Foreign Citizens;2010;223;5.269798313
Asia;Western Asia;Georgia;Persons prosecuted;Total;2003;7007;153.0219376
Asia;Western Asia;Georgia;Persons prosecuted;Total;2004;6721;148.2574947
Asia;Western Asia;Georgia;Persons prosecuted;Total;2005;10600;236.2618736
Asia;Western Asia;Georgia;Persons prosecuted;Total;2006;17803;401.0681935
Asia;Western Asia;Georgia;Persons prosecuted;Total;2009;20001;466.4743023
Asia;Western Asia;Georgia;Persons prosecuted;Total;2010;20450;483.2617736
Asia;Western Asia;Georgia;Persons prosecuted;Total;2016;16085;408.1535918
Asia;Western Asia;Georgia;Persons prosecuted;Adults;2016;15882;472.3840344
Asia;Western Asia;Georgia;Persons prosecuted;Adults Males;2016;14728;961.5981019
Asia;Western Asia;Georgia;Persons prosecuted;Adults Females;2016;1122;61.29496261
Asia;Western Asia;Georgia;Persons prosecuted;Juveniles;2016;203;21.97697506
Asia;Western Asia;Georgia;Persons prosecuted;Juveniles Males;2016;194;39.68521848
Asia;Western Asia;Georgia;Persons prosecuted;Juveniles Females;2016;9;2.069764875
Asia;Western Asia;Georgia;Persons prosecuted;National Citizens;2016;15320;388.741873
Asia;Western Asia;Georgia;Persons prosecuted;Foreign Citizens;2016;711;18.04147987
Asia;Western Asia;Georgia;Persons brought before the Criminal Court;Total;2003;8402;183.4865591
Asia;Western Asia;Georgia;Persons brought before the Criminal Court;Total;2004;9359;206.4487268
Asia;Western Asia;Georgia;Persons brought before the Criminal Court;Total;2005;9732;216.9151465
Asia;Western Asia;Georgia;Persons brought before the Criminal Court;Total;2006;17262;388.8804784
Asia;Western Asia;Georgia;Persons brought before the Criminal Court;Total;2007;22765;518.5017316
Asia;Western Asia;Georgia;Persons brought before the Criminal Court;Total;2008;18192;419.1208691
Asia;Western Asia;Georgia;Persons brought before the Criminal Court;Total;2009;18538;432.3534131
Asia;Western Asia;Georgia;Persons brought before the Criminal Court;Total;2010;19055;450.2959949
Asia;Western Asia;Georgia;Persons brought before the Criminal Court;Total;2011;17991;431.3089391
Asia;Western Asia;Georgia;Persons brought before the Criminal Court;Total;2014;18569;465.1149975
Asia;Western Asia;Georgia;Persons brought before the Criminal Court;Total;2016;16024;406.6057293
Asia;Western Asia;Georgia;Persons convicted;Total;2003;8110;177.1097351
Asia;Western Asia;Georgia;Persons convicted;Total;2004;9071;200.0957795
Asia;Western Asia;Georgia;Persons convicted;Total;2005;9168;204.3442318
Asia;Western Asia;Georgia;Persons convicted;Total;2006;16911;380.9731068
Asia;Western Asia;Georgia;Persons convicted;Total;2007;21170;482.1735848
Asia;Western Asia;Georgia;Persons convicted;Total;2008;20804;479.2980739
Asia;Western Asia;Georgia;Persons convicted;Total;2009;18354;428.0620641
Asia;Western Asia;Georgia;Persons convicted;Total;2010;19940;471.2097685
Asia;Western Asia;Georgia;Persons convicted;Total;2011;18153;435.1926614
Asia;Western Asia;Georgia;Persons convicted;Total;2014;16776;420.2040605
Asia;Western Asia;Georgia;Persons convicted;Total;2016;15640;396.8618076
Asia;Western Asia;Georgia;Persons convicted;Adults;2003;7651;223.1784745
Asia;Western Asia;Georgia;Persons convicted;Adults;2004;8473;247.7299945
Asia;Western Asia;Georgia;Persons convicted;Adults;2005;8693;254.4083944
Asia;Western Asia;Georgia;Persons convicted;Adults;2006;15909;467.2124576
Asia;Western Asia;Georgia;Persons convicted;Adults;2007;20110;592.2218391
Asia;Western Asia;Georgia;Persons convicted;Adults;2008;19638;580.2471324
Asia;Western Asia;Georgia;Persons convicted;Adults;2009;17551;521.1392316
Asia;Western Asia;Georgia;Persons convicted;Adults;2010;19057;569.8117292
Asia;Western Asia;Georgia;Persons convicted;Adults;2011;17484;528.3706065
Asia;Western Asia;Georgia;Persons convicted;Adults;2014;16395;513.2571874
Asia;Western Asia;Georgia;Persons convicted;Adults;2016;15494;460.8436109
Asia;Western Asia;Georgia;Persons convicted;Adults Males;2007;18769;1197.713694
Asia;Western Asia;Georgia;Persons convicted;Adults Males;2008;18559;1182.708331
Asia;Western Asia;Georgia;Persons convicted;Adults Males;2009;16504;1050.902283
Asia;Western Asia;Georgia;Persons convicted;Adults Males;2010;17661;1124.53057
Asia;Western Asia;Georgia;Persons convicted;Adults Males;2011;15952;1017.869506
Asia;Western Asia;Georgia;Persons convicted;Adults Males;2014;15693;1011.699692
Asia;Western Asia;Georgia;Persons convicted;Adults Males;2016;14658;957.0277687
Asia;Western Asia;Georgia;Persons convicted;Adults Females;2003;729;39.36282972
Asia;Western Asia;Georgia;Persons convicted;Adults Females;2004;679;36.71296249
Asia;Western Asia;Georgia;Persons convicted;Adults Females;2005;580;31.32669639
Asia;Western Asia;Georgia;Persons convicted;Adults Females;2006;975;52.65679167
Asia;Western Asia;Georgia;Persons convicted;Adults Females;2007;1341;72.28163642
Asia;Western Asia;Georgia;Persons convicted;Adults Females;2008;1079;58.01580568
Asia;Western Asia;Georgia;Persons convicted;Adults Females;2009;1047;56.17630884
Asia;Western Asia;Georgia;Persons convicted;Adults Females;2010;1396;74.7856208
Asia;Western Asia;Georgia;Persons convicted;Adults Females;2011;1532;82.12416402
Asia;Western Asia;Georgia;Persons convicted;Adults Females;2014;702;37.89596424
Asia;Western Asia;Georgia;Persons convicted;Adults Females;2016;836;45.67075646
Asia;Western Asia;Georgia;Persons convicted;Juveniles;2003;459;39.98971942
Asia;Western Asia;Georgia;Persons convicted;Juveniles;2004;598;54.1574442
Asia;Western Asia;Georgia;Persons convicted;Juveniles;2005;475;44.88220076
Asia;Western Asia;Georgia;Persons convicted;Juveniles;2006;1002;97.84229424
Asia;Western Asia;Georgia;Persons convicted;Juveniles;2007;1060;107.0492972
Asia;Western Asia;Georgia;Persons convicted;Juveniles;2008;1166;121.6014684
Asia;Western Asia;Georgia;Persons convicted;Juveniles;2009;803;86.27200715
Asia;Western Asia;Georgia;Persons convicted;Juveniles;2010;883;97.49429719
Asia;Western Asia;Georgia;Persons convicted;Juveniles;2011;669;75.39217454
Asia;Western Asia;Georgia;Persons convicted;Juveniles;2014;381;45.33183258
Asia;Western Asia;Georgia;Persons convicted;Juveniles;2016;146;15.80610029
Asia;Western Asia;Georgia;Persons convicted;Juveniles Males;2007;1026;200.0347039
Asia;Western Asia;Georgia;Persons convicted;Juveniles Males;2008;1119;224.2390601
Asia;Western Asia;Georgia;Persons convicted;Juveniles Males;2009;767;157.6236842
Asia;Western Asia;Georgia;Persons convicted;Juveniles Males;2010;858;180.5502363
Asia;Western Asia;Georgia;Persons convicted;Juveniles Males;2011;638;136.6617685
Asia;Western Asia;Georgia;Persons convicted;Juveniles Males;2014;365;82.57470183
Asia;Western Asia;Georgia;Persons convicted;Juveniles Males;2016;144;29.45706939
Asia;Western Asia;Georgia;Persons convicted;Juveniles Females;2003;9;1.607765866
Asia;Western Asia;Georgia;Persons convicted;Juveniles Females;2004;10;1.861701633
Asia;Western Asia;Georgia;Persons convicted;Juveniles Females;2005;6;1.169992044
Asia;Western Asia;Georgia;Persons convicted;Juveniles Females;2006;23;4.642459939
Asia;Western Asia;Georgia;Persons convicted;Juveniles Females;2007;34;7.124521976
Asia;Western Asia;Georgia;Persons convicted;Juveniles Females;2008;47;10.2219912
Asia;Western Asia;Georgia;Persons convicted;Juveniles Females;2009;36;8.105479304
Asia;Western Asia;Georgia;Persons convicted;Juveniles Females;2010;30;6.968964876
Asia;Western Asia;Georgia;Persons convicted;Juveniles Females;2011;31;7.372158449
Asia;Western Asia;Georgia;Persons convicted;Juveniles Females;2014;16;4.01554014
Asia;Western Asia;Georgia;Persons convicted;Juveniles Females;2016;2;0.45994775
Asia;Western Asia;Georgia;Persons convicted;National Citizens;2007;20726;472.060922
Asia;Western Asia;Georgia;Persons convicted;National Citizens;2008;20600;474.5981697
Asia;Western Asia;Georgia;Persons convicted;National Citizens;2009;17973;419.1761729
Asia;Western Asia;Georgia;Persons convicted;National Citizens;2010;19533;461.5917958
Asia;Western Asia;Georgia;Persons convicted;National Citizens;2011;17852;427.9766094
Asia;Western Asia;Georgia;Persons convicted;National Citizens;2014;16380;410.2850805
Asia;Western Asia;Georgia;Persons convicted;National Citizens;2016;15091;382.9310447
Asia;Western Asia;Georgia;Persons convicted;Foreign Citizens;2005;96;2.139730176
Asia;Western Asia;Georgia;Persons convicted;Foreign Citizens;2006;229;5.158940421
Asia;Western Asia;Georgia;Persons convicted;Foreign Citizens;2007;444;10.11266281
Asia;Western Asia;Georgia;Persons convicted;Foreign Citizens;2008;204;4.699904205
Asia;Western Asia;Georgia;Persons convicted;Foreign Citizens;2009;381;8.885891164
Asia;Western Asia;Georgia;Persons convicted;Foreign Citizens;2010;407;9.617972706
Asia;Western Asia;Georgia;Persons convicted;Foreign Citizens;2011;301;7.216051952
