Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019
IDA total;IDA;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;502.9053276;490.128802;507.5059697;485.8050518;514.1952464;515.2174488;544.5918358;527.0759745;507.2680274;520.5149443;548.9494815;545.2423196;544.4057567;540.063568;535.6029126;603.9302614;626.0022364;646.6930124;661.662906;706.74989;684.474842;755.7008611;719.7262673;757.8267976;772.233546;771.7555998;783.6342454;839.2915;849.105745;858.8626247;856.3514694;869.8657352;896.3575624;
IDA blend;IDB;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;646.5029763;627.2144471;650.737708;611.9636699;663.1834318;661.1134982;722.0622056;685.1285893;649.9878987;675.669258;738.6822882;727.9524294;715.4566224;701.9392041;694.7067374;842.1447581;889.5774913;926.7158534;940.5197135;1026.489987;944.9538799;1100.947447;995.3391321;1082.482134;1084.76437;1072.401593;1081.018642;1186.18908;1194.284635;1197.066292;1184.471232;1194.080575;1237.218813;
Indonesia;IDN;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;358.2766781;376.2842005;391.9770714;366.5877145;359.684524;358.4627646;343.7696303;364.1107667;386.7471222;398.5722297;399.0295344;405.9663392;422.1388754;422.7028575;469.0237707;476.2219279;493.3914294;513.5498845;542.0104396;598.5596351;659.0665931;751.4097391;758.926709;797.6522385;811.4554167;802.6523117;803.6926749;814.1661248;829.9227546;848.6880855;916.0333731;965.9924143;976.9052698;1016.99088;1079.255489;1196.459501;1293.28203;1374.312145;1271.37381;1311.847339;1314.351922;1341.794013;1374.479119;1408.854164;1459.122719;1496.672892;1523.771642;1579.020325;1641.413531;1698.442192;1755.304193;1819.430982;1894.013853;1971.156466;2048.279775;2120.400738;2200.361492;2283.041272;2373.080724;
IDA only;IDX;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;480.363953;490.4348127;508.4943852;525.7322929;549.1168379;564.9810851;575.3656554;582.761995;605.6588376;612.9187099;627.5236828;651.5237725;662.849763;678.0136832;682.4464621;699.8474902;715.7334044;
Isle of Man;IMN;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
India;IND;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;268.2129083;267.3881606;265.42324;269.6923091;279.9435117;274.4231667;272.2575776;281.7076098;283.062752;287.3213546;290.6011401;289.6413421;284.9483712;285.2248516;278.4405148;287.4997397;286.5516354;302.8973916;314.14333;300.1298427;319.6753015;325.91447;321.5971932;338.6093855;340.4625516;346.7467767;349.8323489;354.0062564;368.1145705;378.3112904;387.0882224;387.4545418;389.5638731;398.5657495;409.8933826;426.5823293;451.1122987;455.9955063;476.7881879;496.7237232;504.8040365;525.687577;531.7173071;553.9980665;573.3100822;606.3989263;626.5693216;662.1246506;681.5463568;705.6052987;742.9248143;787.8468846;820.7774806;870.3626412;915.4642875;977.0718643;1045.639846;1111.52207;1188.913817;
Not classified;INX;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ireland;IRL;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;8464.196901;8636.607497;8947.291135;9436.979724;9434.36101;9356.898619;9477.586304;9983.059245;10739.18903;11066.92495;10987.21807;11043.77013;10167.7407;10181.91675;10322.35575;10779.00884;10990.96488;11355.20459;11915.37495;12742.4772;12911.69368;13069.37799;13355.22765;13674.79285;14215.41652;14630.18001;15545.37689;16382.20506;17475.6331;18908.03428;20627.99859;21242.70265;21664.65454;21928.06236;22312.86394;23373.04633;24273.75189;25142.17984;24699.72804;23202.86218;23180.11006;22704.63074;22409.49852;22361.77481;22756.95125;23237.75635;24212.60597;24683.30429;25279.02327;
Iran, Islamic Rep.;IRN;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;835.9565871;802.5360925;784.9361398;780.0813884;769.0752693;722.6679447;736.0858101;782.4094459;842.4620551;808.4807858;850.3079231;913.3808077;1020.338924;1048.693882;1155.180407;1370.922235;1748.760402;1689.229272;1750.970511;1725.23374;1718.658697;1577.179829;1558.889095;1604.624624;1762.199797;1783.462929;1743.537439;1507.723218;1365.219075;1331.807182;1298.694317;1539.450195;1645.993181;1694.064636;1722.183796;1623.410167;1503.994762;1543.007005;1650.276334;1677.275355;1657.811361;1810.759747;1897.64879;2082.151838;2088.32577;2405.584242;2558.37493;2853.065788;2721.163237;2746.842818;2834.231328;2924.183372;2825.70534;2738.767381;2759.362445;2627.836836;2691.038445;2720.215309;;
Iraq;IRQ;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2069.834253;;;;;;;;;
Iceland;ISL;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18131.65003;18461.76309;17641.25426;16652.47333;16983.19654;17256.49173;18028.6966;19000.65682;20957.20158;22212.63586;22789.5761;21868.95881;21533.00943;22663.6435;24070.84945;26403.54499;26780.67382;27840.62801;25502.46326;22222.06401;22172.7348;22660.99505;22975.87523;22954.75324;23427.71586;24238.51342;25619.36703;27042.7264;27514.46373;
Israel;ISR;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;5545.074118;5662.536329;6074.420434;6323.534676;6606.1035;6456.078714;6623.732458;6805.408322;7230.006976;7610.39171;7156.888736;7930.301683;8419.919172;8988.985074;8263.975387;8223.793875;9319.371484;9986.4658;10282.07149;10164.65745;10443.11729;10546.12126;10960.20086;11441.712;12215.01702;12897.21102;13317.13733;13513.6116;13980.08947;14209.8658;15003.84909;15227.38077;15147.75395;14898.9725;15412.34682;15655.74846;16151.41093;17095.50884;17089.52595;16877.92016;17370.43045;17719.39838;17904.43571;18216.56571;18611.31622;18986.84005;19789.68519;20065.89103;20406.70732;
Italy;ITA;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;10205.89974;10542.13791;10829.41413;11379.45995;11660.94701;11627.38618;12088.14152;12395.77235;12675.66065;13493.41729;14272.4451;14484.57153;14615.31379;14583.81262;15010.86607;15436.76644;16063.26063;16646.41623;17318.59748;17992.55699;18345.0824;18823.43269;19135.18547;18542.12916;18822.22268;19109.34461;19304.36118;19967.16387;20633.29487;21197.44611;21751.39183;21879.21488;21837.43766;21887.32251;21957.41329;22152.76105;22382.92116;22534.55621;22132.3341;21700.85008;21861.42497;21837.99719;20970.16169;20221.83929;20072.14754;20459.61086;20748.41632;21083.95925;21285.34778;
Jamaica;JAM;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4320.25598;4432.155845;3922.29475;3853.711595;3979.182682;3917.565685;3867.598055;3813.131819;3788.394726;3762.866924;3787.935617;3802.490293;
Jordan;JOR;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;1582.543053;1829.997742;2131.637538;2549.644424;2657.394952;2629.454996;2821.037986;2781.090516;2928.959235;2975.470371;2688.679605;2741.645605;2521.093224;2310.093927;1999.099637;1876.371138;2103.249576;1940.171833;1814.732255;1784.437935;1904.819944;1955.350718;2036.806094;2023.817986;2311.780842;2389.354905;2349.086005;2406.970283;2683.31768;2749.900333;2716.524433;2898.225926;3098.6633;2868.790621;2691.180572;2615.261507;2737.579889;2743.816873;2549.759666;2488.19275;2384.942286;2429.632552;2443.981794;
Japan;JPN;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;10533.21458;10968.33277;11785.53173;12716.27886;12465.02917;12806.4224;13081.4506;13479.64731;14059.63989;14846.43149;14887.74078;15144.81357;15742.29857;16163.62243;16565.11786;17140.37204;17663.54038;18346.52785;19209.7976;20073.78542;20963.67221;21362.80415;21794.21168;21975.41055;22404.30733;22876.04572;23294.19946;23399.78957;23199.27328;23425.56006;23755.00842;24147.72642;24376.4107;24484.54829;24797.14244;25101.10346;25344.68006;25552.46181;25280.65968;25105.34395;25703.36304;25651.51283;26213.80483;26873.44772;26678.48046;26643.91029;26642.21645;26988.84957;27139.18037;
Kazakhstan;KAZ;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3410.52519;3235.02541;3200.802001;2919.406303;2264.525415;1833.036444;1765.479381;1850.947869;1870.203964;1897.164231;1927.156864;2085.874478;2139.998932;2384.167712;2695.664896;2957.363491;3293.762757;3608.486372;3827.885663;3745.486628;4116.231303;4541.865232;4929.543224;5376.072522;5367.831291;5386.202331;5375.679268;5369.099979;5579.221461;
Kenya;KEN;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;504.3280972;494.9125607;517.815958;502.110759;519.6871068;542.7894528;566.6324091;577.1199406;504.3871971;501.9509212;438.4434338;613.1574932;668.9895924;602.4941022;667.3608084;630.2588686;575.6853437;601.4802268;662.4811928;663.2084163;654.0844735;605.7498081;601.1926048;559.6650186;581.5097142;521.9285353;598.712587;627.5312471;657.1035677;672.3919966;648.1300153;642.127729;615.3899833;587.1085884;579.7456569;641.4501488;639.2172261;645.0021433;655.9131949;664.174512;643.7094809;652.3670302;640.2644186;636.8747178;634.7786195;657.5649537;703.164906;720.1857843;689.8884853;701.9697585;734.2729188;759.6329871;782.2519185;825.5333025;839.0201409;860.613926;879.8371076;924.4128804;956.0515628;
Kyrgyz Republic;KGZ;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;627.7242254;517.1730137;426.5057978;445.4770342;400.1746432;465.1622579;459.8060694;431.2110477;436.4391984;452.9589641;561.8426249;599.8515196;644.0232452;761.4231837;773.5087815;867.6506708;732.6280127;744.4727107;805.1445153;881.265397;933.8905333;941.9474558;913.5548577;889.5972191;929.5743862;946.7449532;
Cambodia;KHM;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;297.8322648;302.1279605;316.2575649;335.9083146;320.6319115;344.6313867;356.9083461;366.3963569;367.1523171;391.5464191;415.3905661;458.4744544;506.3938694;533.4431111;545.7223603;606.2334773;596.1835174;638.549315;693.946927;714.3943011;743.1919575;763.9439513;796.3364736;836.8470811;861.7688366;887.7896675;
Kiribati;KIR;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
St. Kitts and Nevis;KNA;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Korea, Rep.;KOR;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;965.2532853;958.8108076;1022.587428;1037.614176;1097.195507;1143.240572;1188.240176;1262.39138;1363.536982;1475.659056;1596.201466;1712.579444;1772.710805;1897.120911;2001.572033;2077.215412;2213.071554;2296.529476;2450.555685;2621.336887;2578.402747;2671.132852;2824.367745;3034.977431;3223.595783;3420.143344;3693.526603;3965.188128;4288.564735;4702.064581;5114.496079;5513.871207;5830.830978;6163.965718;6649.841432;7275.238707;7753.892529;7999.090201;6996.962315;7761.07318;8393.07842;8802.020849;9528.473;9429.77297;9416.299783;9811.595886;10207.87128;10674.20578;10738.89753;10701.16914;11114.32428;11349.09707;11506.70535;11670.02764;11799.56443;11996.20208;12243.81447;12509.38774;12822.45684;
Kuwait;KWT;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11145.76128;10824.08377;11092.21479;11052.976;11079.5371;11028.21465;10812.49528;10921.3306;11284.81456;
Latin America & Caribbean (excluding high income);LAC;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;1790.824415;1853.858579;1913.586872;1915.704139;1988.861856;2158.597262;2206.554164;2293.11187;2408.430629;2391.405302;2588.015915;2722.259256;2872.298948;3016.339655;3146.319905;3131.479269;3386.79875;3564.707397;3618.629306;3799.012111;4028.056727;4018.080193;3972.10981;3907.447028;4045.857865;3981.043707;3929.543301;3828.679467;3817.278835;3716.611642;3776.778677;3929.873743;3928.127053;3968.433698;4119.210833;4159.575433;4210.819703;4337.209382;4346.90619;4310.483083;4422.225286;4413.492851;4347.451243;4341.15411;4540.316887;4715.861263;4898.102381;5145.950255;5325.966849;5250.339079;5469.525233;5673.970851;5804.398218;5931.333933;5957.713118;5869.946775;5715.471693;5738.624343;5737.630008;
Lao PDR;LAO;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;413.3673991;485.6751918;472.5443646;535.6449843;583.4945572;613.8033319;631.9262822;624.5399819;718.7863538;736.6509236;850.7908994;864.4242797;978.2750769;1010.726753;1042.24697;1072.807307;1104.267362;;;
Lebanon;LBN;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2590.615732;3427.649699;5043.330824;5538.381162;5369.074638;5422.303304;5454.522723;5192.384986;5240.764588;5216.55768;5158.805332;5230.473069;5116.127456;5046.418802;5088.845138;4790.687024;4892.093382;5243.443831;5748.735589;6430.494969;6791.554011;6386.536136;6267.864417;5916.346165;6073.182402;5930.996377;6169.710687;6326.826553;6206.775511;
Liberia;LBR;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;694.7224534;449.2594821;497.7577271;412.1478211;266.3599206;355.3748216;444.5611839;434.8816582;425.025881;702.0626073;717.8190584;690.2593427;618.7238955;621.3444587;675.9712882;699.607943;631.9000497;648.194832;694.5657835;
Libya;LBY;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
St. Lucia;LCA;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5056.086905;;;;;;;;;
Latin America & Caribbean;LCN;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;1868.117017;1929.413543;1990.076345;1991.580193;2061.222439;2216.122191;2275.024332;2355.818423;2467.05689;2461.983548;2652.680255;2789.356107;2945.943973;3074.706087;3172.263873;3145.194066;3448.277117;3568.765069;3629.585748;3808.246405;4032.19099;4033.691505;3966.201545;3896.321109;4030.642395;3971.542022;3931.116;3847.503253;3841.11728;3756.251958;3809.495834;3962.455515;3980.00243;4029.672616;4185.379187;4221.096283;4299.604093;4435.165895;4457.859355;4423.572514;4534.656796;4526.03259;4463.486586;4464.971487;4674.872088;4859.79428;5048.574669;5298.895522;5478.456005;5398.82029;5633.352264;5849.198179;5990.521047;6125.790156;6155.365775;6071.289234;5925.881619;5955.487667;5964.111694;
Least developed countries: UN classification;LDC;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;423.1598941;425.3923407;434.4083814;449.7614135;464.426225;484.0032795;497.5566981;503.6606207;515.8358443;531.8136556;540.8313231;552.9318915;568.4391968;580.8253945;592.9204327;598.5622157;608.3456873;626.2539062;
Low income;LIC;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Liechtenstein;LIE;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sri Lanka;LKA;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;415.1145452;379.6949728;404.4243952;373.1760011;380.6944336;366.0822498;394.9699207;386.2646938;419.4638877;450.1778519;425.0984007;407.9440312;375.2572821;419.5246245;410.3904735;423.6189383;419.4639526;460.795361;474.6902656;480.1545164;511.5767049;693.6207495;708.3485653;733.5075014;800.7722374;844.2455941;819.9554909;839.1034282;838.4890126;875.8709072;814.0549483;859.873466;892.4811024;949.7890649;1003.285349;1046.152937;1028.729694;1094.832308;1171.256815;1239.522399;1271.943799;1273.588803;1365.947687;1466.901919;1501.91428;1514.383249;1601.204345;1652.011985;1763.482333;1767.682157;1916.385428;2091.821724;2136.151034;2284.756869;2346.351832;2499.532933;2654.096091;2690.463295;2724.245542;
Lower middle income;LMC;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;416.0271908;421.591248;423.8419857;426.7788783;438.9953037;437.121749;434.5318888;442.9884585;448.5154438;454.4780934;461.4250943;463.2197359;458.8021346;452.8218928;455.7258444;464.1742562;473.8447497;490.452733;506.2747543;498.6998822;524.495841;538.8929226;528.0326085;529.2078958;534.9994356;543.4732797;541.5704833;542.8619724;560.8113003;564.4683275;590.3307782;593.4949013;602.7589327;598.3209642;606.6628083;631.8282045;665.9278361;677.0726859;679.0313648;693.9536602;700.6682178;741.9389684;759.9044525;787.565518;814.1254748;859.7801261;874.0542423;937.0383508;949.7186078;979.5742376;1014.734553;1054.375366;1091.952285;1154.241904;1190.395518;1229.015147;1277.380155;1332.750613;1397.461233;
Low & middle income;LMY;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1051.614197;1063.034612;1066.869815;1074.878534;1090.618125;1110.36151;1141.780697;1172.014047;1177.131768;1189.030192;1231.136329;1265.893437;1295.861359;1337.485387;1409.769452;1496.73398;1569.29335;1689.150589;1754.998739;1775.000074;1869.454823;1986.832045;2072.831628;2162.782935;2224.570912;2260.880587;2311.428995;2387.743366;2480.02637;
Lesotho;LSO;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;5.404992611;5.464991569;6.259895231;7.096786137;7.59538628;7.828599582;8.962378061;8.724085585;8.820210461;9.00108779;9.570656664;10.74005188;12.62030926;16.76666924;21.51191933;25.34807195;31.2990505;37.95354753;41.90410093;48.44056981;55.36116501;65.25021395;74.60619455;86.5611567;96.91668216;104.106436;116.4605126;118.7932273;144.0017097;165.4867175;172.5717832;205.8140702;218.402196;234.7721827;242.3996559;260.09134;286.1574876;348.3511755;483.9079429;512.9919;548.7973601;556.4982168;653.1425853;699.6854747;748.5424011;810.3225231;889.6555393;1011.933499;1041.250324;1038.308464;1093.754395;1160.209792;1192.192396;1259.21976;1233.669305;1246.774489;1252.721862;1249.994429;1276.998567;
Late-demographic dividend;LTE;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1438.563274;1489.851311;1535.969479;1544.403507;1571.862719;1660.34184;1718.444505;1797.326279;1859.251703;1982.75659;2117.177384;2280.03304;2493.745737;2671.795776;2715.977195;2873.710451;3105.881207;3280.562429;3434.907879;3586.287674;3639.218762;3748.725771;3901.952398;4115.087194;
Lithuania;LTU;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3198.054222;3425.66342;3644.882859;3845.845876;4065.683193;4383.0974;4603.541062;4927.957993;5529.774347;6200.076886;7033.143928;7796.498317;8869.421392;9306.44926;7777.476977;7650.87749;8165.501615;8531.985646;8997.574428;9419.470216;9895.48923;10426.58651;10939.28254;11506.25314;
Luxembourg;LUX;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;14730.34208;15410.44447;15962.11645;16695.41795;17220.60217;17931.85768;18403.53578;18791.48928;19311.11401;19946.36038;20434.41976;20728.63524;20793.23386;20890.06565;21170.28517;21699.72846;22308.12786;23179.57692;24386.78698;25318.03358;25947.64483;27400.66744;26409.19179;26592.33795;27293.43164;29059.981;29241.68051;29639.46047;29930.04364;31296.84762;32191.48578;33024.85422;34132.65415;34493.08844;34309.10858;33760.53496;34145.17323;34393.52561;34238.65298;34005.90037;33792.95963;33543.40312;33702.74931;33594.04977;34145.45549;33946.8903;34358.14152;34257.93171;34734.1019;
Latvia;LVA;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3358.084888;3584.702538;3814.439663;3888.799609;4053.876312;4181.171454;4453.457129;4777.260096;5210.259536;5815.711445;6476.829959;7814.937565;8683.849511;8079.818829;6885.045475;7154.74479;7553.545599;7926.884072;8466.077776;8636.093922;8927.765057;9145.288426;9513.367317;9995.993995;
Macao SAR, China;MAC;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;6395.68529;6530.580969;6553.679051;6673.90808;6969.32846;7262.132609;7635.036033;7679.419897;7847.229712;8175.878159;8682.109406;9045.357349;9405.075894;9476.342101;9659.318481;9602.246565;9314.294981;9343.954791;9050.60875;9005.703138;9309.122527;9382.112661;9879.795909;10226.48932;10720.92476;11564.52029;11952.32427;11861.13399;12216.10885;13292.41738;13963.97355;14556.88568;15079.05972;15094.69553;14708.49199;14802.21966;15207.07365;
St. Martin (French part);MAF;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Morocco;MAR;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;450.5105273;444.7149752;477.5414851;479.1435386;452.4693159;448.8186416;455.0120795;479.5466972;529.9787639;526.6784135;514.0895476;523.2449376;534.6398167;543.4036636;559.7095435;609.4071146;635.8825398;670.1104411;701.3043216;728.4970371;693.101714;695.3086045;724.8181866;768.3210777;783.4344125;795.3178335;870.5680596;870.6061653;933.7162802;961.4474633;971.4768191;1090.405226;1068.140155;1034.241627;1147.429279;1085.024298;1214.421772;1147.836559;1198.453548;1203.653569;1210.898567;1210.731857;1238.252638;1297.238289;1339.19842;1367.561064;1439.396597;1487.675244;1580.875235;1624.342889;1668.721706;1736.948997;1784.019505;1814.790373;1845.520397;1862.083962;1904.762854;1944.801353;1986.946989;
Monaco;MCO;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moldova;MDA;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;584.6333878;697.0977174;768.9777065;814.3650352;750.3207277;906.8637419;964.3365268;1023.600094;1216.386574;1295.00306;1476.005347;1595.562052;1656.837513;1756.273895;1616.054501;1766.494742;1930.479846;1948.573019;2073.676639;2188.55672;2136.862972;2200.572144;2318.669994;2410.102619;
Madagascar;MDG;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;708.5988497;686.3424678;687.5910468;686.7345812;690.2702505;668.3431522;664.0560511;650.5418601;684.0264402;692.2196305;718.405611;735.5870831;702.4907002;664.7772503;626.7210772;610.7711921;562.4275528;571.5792417;543.2896865;590.6584064;580.4593649;488.2889282;477.2600592;460.175175;443.1561319;444.7655952;429.626097;404.6472323;396.6244176;369.6075034;391.6888953;379.9103041;359.3446311;359.8165366;350.9862864;345.6105116;339.5032374;344.9811872;349.2248777;353.2060105;356.4367157;355.0008699;343.3883308;354.5534005;375.4836353;347.7285106;342.7154523;333.9499511;344.4583754;343.3298332;349.1680076;347.4836054;348.3834186;361.9079805;343.1059152;343.9526296;347.3953955;342.1018454;343.2481628;
Maldives;MDV;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Middle East & North Africa;MEA;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2438.127122;2508.263972;2552.585051;2617.537651;2719.090519;2846.058512;3022.419567;3263.813694;3387.297562;3246.040729;3165.709795;3256.648936;3291.704074;3322.07234;3423.259351;3367.105823;3421.229448;3467.3965;3476.400148;
Mexico;MEX;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;2051.627469;2064.049343;2088.820498;2157.790147;2317.949148;3133.494796;3186.254728;3294.279222;3410.112486;3521.369569;3647.591284;3694.467462;3837.994198;3985.331818;4026.665343;4105.266479;4144.790711;4149.075287;4325.76261;4593.748867;4944.724129;5183.349339;4937.728641;4567.040728;4611.613911;4661.315112;4446.291072;4350.594204;4342.359071;4548.012626;4734.11931;4874.445417;4974.032828;4896.576507;5068.636414;4692.284733;4826.846311;5107.687941;5353.46677;5529.987883;5839.371479;5902.277879;5920.397172;5970.42322;6339.690046;6504.281038;6410.251497;6474.182639;6423.258241;5933.459655;6058.800728;6175.655994;6235.042557;6261.633665;6311.96487;6403.387402;6563.867088;6695.597775;6773.273328;
