"country","country_text_id","year","regions","na_count","classification_core","freedom","equality","control","FKM_3_cluster","FKM_3_mb_FeC","FKM_3_mb_fEC","FKM_3_mb_FEc","FKM_4_cluster","FKM_4_mb_fEc","FKM_4_mb_FEc","FKM_4_mb_fEC","FKM_4_mb_FeC","FKM_5_cluster","FKM_5_mb_FEC","FKM_5_mb_fEc","FKM_5_mb_Fec","FKM_5_mb_FeC","FKM_5_mb_fEC","FKM_6_cluster","FKM_6_mb_FeC","FKM_6_mb_FEC","FKM_6_mb_Fec","FKM_6_mb_fEC","FKM_6_mb_fEc","FKM_6_mb_FEc"
"Iceland","ISL",1968,"Europe",4,"Working Democracy",0.800033924499063,0.822184938074811,0.745968084957177,"FEc",0.035,0.06,0.906,"FEc",0.168,0.752,0.049,0.032,"Fec",0.251,0.153,0.519,0.033,0.043,"FEc",0.025,0.111,0.277,0.031,0.078,0.478
"Iceland","ISL",1969,"Europe",4,"Working Democracy",0.799804417817013,0.81021111633802,0.742110025754173,"FEc",0.04,0.059,0.901,"FEc",0.097,0.847,0.032,0.024,"Fec",0.199,0.104,0.635,0.029,0.033,"Fec",0.026,0.116,0.386,0.03,0.069,0.373
"Iceland","ISL",1970,"Europe",4,"Working Democracy",0.804572256641854,0.814461501023973,0.75011315617589,"FEc",0.034,0.05,0.916,"FEc",0.083,0.869,0.028,0.02,"Fec",0.212,0.102,0.625,0.028,0.033,"FEc",0.026,0.121,0.372,0.03,0.068,0.383
"Iceland","ISL",1971,"Europe",0,"Working Democracy",0.779156716299838,0.844033761796328,0.755042333802176,"FEc",0.033,0.117,0.85,"fEc",0.591,0.299,0.079,0.032,"fEc",0.317,0.416,0.181,0.028,0.058,"FEc",0.008,0.04,0.04,0.014,0.058,0.839
"Iceland","ISL",1972,"Europe",0,"Working Democracy",0.776335011857175,0.846791734888621,0.755042333802176,"FEc",0.037,0.144,0.819,"fEc",0.643,0.251,0.077,0.029,"fEc",0.293,0.465,0.158,0.027,0.057,"FEc",0.008,0.041,0.039,0.015,0.067,0.83
"Iceland","ISL",1973,"Europe",0,"Working Democracy",0.776335011857175,0.846791734888621,0.755042333802176,"FEc",0.037,0.144,0.819,"fEc",0.643,0.251,0.077,0.029,"fEc",0.293,0.465,0.158,0.027,0.057,"FEc",0.008,0.041,0.039,0.015,0.067,0.83
"Iceland","ISL",1974,"Europe",0,"Working Democracy",0.775822428641121,0.848279684669923,0.749570447439685,"FEc",0.044,0.158,0.799,"fEc",0.611,0.274,0.082,0.033,"fEc",0.273,0.462,0.176,0.029,0.06,"FEc",0.012,0.057,0.061,0.023,0.097,0.751
"Iceland","ISL",1975,"Europe",0,"Working Democracy",0.775822428641121,0.84923950107622,0.749570447439685,"FEc",0.045,0.163,0.793,"fEc",0.614,0.271,0.082,0.033,"fEc",0.269,0.468,0.174,0.029,0.06,"FEc",0.012,0.058,0.062,0.024,0.101,0.743
"Iceland","ISL",1976,"Europe",0,"Working Democracy",0.775822428641121,0.84923950107622,0.749570447439685,"FEc",0.045,0.163,0.793,"fEc",0.614,0.271,0.082,0.033,"fEc",0.269,0.468,0.174,0.029,0.06,"FEc",0.012,0.058,0.062,0.024,0.101,0.743
"Iceland","ISL",1977,"Europe",0,"Working Democracy",0.775822428641121,0.84923950107622,0.749570447439685,"FEc",0.045,0.163,0.793,"fEc",0.614,0.271,0.082,0.033,"fEc",0.269,0.468,0.174,0.029,0.06,"FEc",0.012,0.058,0.062,0.024,0.101,0.743
"Iceland","ISL",1978,"Europe",0,"Working Democracy",0.777153871095468,0.849977983733343,0.755042333802176,"FEc",0.04,0.157,0.803,"fEc",0.646,0.246,0.078,0.03,"fEc",0.278,0.48,0.158,0.027,0.058,"FEc",0.009,0.047,0.046,0.018,0.081,0.798
"Iceland","ISL",1979,"Europe",0,"Working Democracy",0.781191654141232,0.849992847554629,0.743933928051743,"FEc",0.051,0.157,0.791,"fEc",0.521,0.348,0.09,0.041,"fEc",0.267,0.406,0.229,0.034,0.064,"FEc",0.018,0.078,0.101,0.032,0.12,0.651
"Iceland","ISL",1980,"Europe",4,"Working Democracy",0.785112662771445,0.847119336274032,0.761079165849942,"FEc",0.029,0.102,0.869,"fEc",0.573,0.316,0.079,0.032,"fEc",0.335,0.394,0.186,0.028,0.057,"FEc",0.007,0.036,0.036,0.013,0.049,0.859
"Iceland","ISL",1981,"Europe",4,"Working Democracy",0.806487963174895,0.834664027863358,0.763955571304671,"FEc",0.016,0.033,0.951,"FEc",0.202,0.715,0.053,0.031,"Fec",0.331,0.18,0.41,0.033,0.047,"FEc",0.019,0.102,0.176,0.026,0.07,0.606
"Iceland","ISL",1982,"Europe",4,"Working Democracy",0.808661100823202,0.818552655958516,0.75751000491046,"FEc",0.028,0.042,0.93,"FEc",0.074,0.884,0.025,0.018,"Fec",0.232,0.102,0.604,0.028,0.034,"FEc",0.026,0.127,0.352,0.029,0.067,0.399
"Iceland","ISL",1983,"Europe",0,"Working Democracy",0.812961974822512,0.821513410383604,0.761939530551716,"FEc",0.029,0.042,0.93,"FEc",0.066,0.896,0.022,0.016,"Fec",0.227,0.098,0.614,0.028,0.033,"FEc",0.026,0.129,0.363,0.029,0.066,0.387
"Iceland","ISL",1984,"Europe",0,"Working Democracy",0.812961974822512,0.829326844592664,0.761939530551716,"FEc",0.027,0.044,0.929,"FEc",0.117,0.823,0.036,0.024,"Fec",0.253,0.128,0.549,0.031,0.039,"FEc",0.025,0.119,0.299,0.03,0.072,0.456
"Iceland","ISL",1985,"Europe",0,"Working Democracy",0.812961974822512,0.829326844592664,0.761939530551716,"FEc",0.027,0.044,0.929,"FEc",0.117,0.823,0.036,0.024,"Fec",0.253,0.128,0.549,0.031,0.039,"FEc",0.025,0.119,0.299,0.03,0.072,0.456
"Iceland","ISL",1986,"Europe",0,"Working Democracy",0.812961974822512,0.830539673041522,0.764621682205166,"FEc",0.022,0.038,0.94,"FEc",0.12,0.82,0.036,0.024,"Fec",0.275,0.133,0.522,0.031,0.04,"FEc",0.024,0.12,0.274,0.029,0.071,0.482
"Iceland","ISL",1987,"Europe",0,"Working Democracy",0.780366389790838,0.863155048615792,0.791074170705835,"FEc",0.041,0.358,0.601,"fEc",0.937,0.033,0.025,0.006,"fEc",0.241,0.655,0.05,0.013,0.042,"FEc",0.007,0.048,0.023,0.02,0.132,0.769
"Iceland","ISL",1988,"Europe",4,"Working Democracy",0.779549169320854,0.859807133353969,0.78462051580899,"FEc",0.04,0.288,0.672,"fEc",0.902,0.055,0.034,0.009,"fEc",0.259,0.621,0.061,0.015,0.044,"FEc",0.005,0.032,0.017,0.013,0.077,0.856
"Iceland","ISL",1989,"Europe",4,"Working Democracy",0.806384568476471,0.855197200331177,0.784116764752143,"FEc",0.012,0.039,0.949,"fEc",0.467,0.42,0.079,0.033,"FEC",0.442,0.281,0.198,0.027,0.052,"FEc",0.005,0.03,0.026,0.008,0.027,0.904
"Iceland","ISL",1990,"Europe",4,"Working Democracy",0.799705692504486,0.877097823306442,0.789304054452533,"FEc",0.039,0.191,0.77,"fEc",0.77,0.149,0.061,0.02,"fEc",0.265,0.558,0.106,0.021,0.051,"FEc",0.005,0.029,0.022,0.011,0.058,0.875
"Iceland","ISL",1991,"Europe",0,"Working Democracy",0.802188135883174,0.87650046872858,0.786720505809333,"FEc",0.038,0.166,0.796,"fEc",0.712,0.195,0.069,0.025,"fEc",0.281,0.513,0.129,0.023,0.054,"FEc",0.006,0.033,0.028,0.013,0.06,0.861
"Iceland","ISL",1992,"Europe",0,"Working Democracy",0.802188135883174,0.87650046872858,0.786720505809333,"FEc",0.038,0.166,0.796,"fEc",0.712,0.195,0.069,0.025,"fEc",0.281,0.513,0.129,0.023,0.054,"FEc",0.006,0.033,0.028,0.013,0.06,0.861
"Iceland","ISL",1993,"Europe",0,"Working Democracy",0.799722765055923,0.87650046872858,0.786720505809333,"FEc",0.039,0.183,0.778,"fEc",0.743,0.169,0.065,0.022,"fEc",0.267,0.543,0.116,0.022,0.052,"FEc",0.006,0.032,0.026,0.013,0.064,0.858
"Iceland","ISL",1994,"Europe",0,"Working Democracy",0.799722765055923,0.885698223360382,0.786720505809333,"FEc",0.048,0.232,0.72,"fEc",0.76,0.152,0.066,0.022,"fEc",0.214,0.61,0.104,0.021,0.051,"FEc",0.01,0.052,0.044,0.023,0.125,0.747
"Iceland","ISL",1995,"Europe",0,"Working Democracy",0.786105425834272,0.902248594302042,0.786720505809333,"FEc",0.064,0.395,0.541,"fEc",0.812,0.098,0.069,0.02,"fEc",0.109,0.783,0.053,0.014,0.04,"FEc",0.017,0.073,0.057,0.045,0.344,0.464
"Iceland","ISL",1996,"Europe",4,"Working Democracy",0.795304691812673,0.892347425975731,0.788335515061851,"FEc",0.055,0.3,0.645,"fEc",0.81,0.111,0.06,0.019,"fEc",0.159,0.706,0.074,0.017,0.045,"FEc",0.013,0.062,0.049,0.031,0.198,0.647
"Iceland","ISL",1997,"Europe",4,"Working Democracy",0.822143975692245,0.881993473742712,0.794862532805279,"FEc",0.029,0.097,0.874,"fEc",0.535,0.351,0.08,0.034,"fEc",0.332,0.374,0.206,0.03,0.058,"FEc",0.008,0.044,0.047,0.015,0.057,0.827
"Iceland","ISL",1998,"Europe",4,"Working Democracy",0.815503885646918,0.880212376543048,0.78630831162018,"FEc",0.037,0.124,0.839,"fEc",0.553,0.33,0.082,0.035,"fEc",0.301,0.405,0.204,0.03,0.06,"FEc",0.011,0.055,0.062,0.02,0.079,0.773
"Iceland","ISL",1999,"Europe",0,"Working Democracy",0.818460901083438,0.871102183634921,0.786720505809333,"FEc",0.025,0.074,0.901,"fEc",0.453,0.432,0.079,0.036,"FEC",0.345,0.32,0.246,0.032,0.057,"FEc",0.01,0.054,0.065,0.017,0.06,0.793
"Iceland","ISL",2000,"Europe",0,"Working Democracy",0.818460901083438,0.875512743693465,0.792048501036775,"FEc",0.025,0.082,0.893,"fEc",0.519,0.367,0.079,0.034,"fEc",0.353,0.354,0.208,0.029,0.057,"FEc",0.007,0.04,0.041,0.013,0.048,0.852
"Iceland","ISL",2001,"Europe",0,"Working Democracy",0.818460901083438,0.875512743693465,0.792048501036775,"FEc",0.025,0.082,0.893,"fEc",0.519,0.367,0.079,0.034,"fEc",0.353,0.354,0.208,0.029,0.057,"FEc",0.007,0.04,0.041,0.013,0.048,0.852
"Iceland","ISL",2002,"Europe",0,"Working Democracy",0.818460901083438,0.875512743693465,0.792048501036775,"FEc",0.025,0.082,0.893,"fEc",0.519,0.367,0.079,0.034,"fEc",0.353,0.354,0.208,0.029,0.057,"FEc",0.007,0.04,0.041,0.013,0.048,0.852
"Iceland","ISL",2003,"Europe",0,"Working Democracy",0.782889033942785,0.911703956673195,0.792048501036775,"FEc",0.066,0.461,0.473,"fEc",0.812,0.09,0.078,0.021,"fEc",0.087,0.821,0.041,0.012,0.038,"fEc",0.017,0.072,0.053,0.049,0.451,0.359
"Iceland","ISL",2004,"Europe",4,"Working Democracy",0.791292196376675,0.910428239851339,0.794917589605382,"FEc",0.064,0.417,0.52,"fEc",0.822,0.09,0.068,0.019,"fEc",0.098,0.806,0.046,0.012,0.038,"FEc",0.016,0.072,0.055,0.045,0.377,0.435
"Iceland","ISL",2005,"Europe",4,"Working Democracy",0.817293960413702,0.890202244558852,0.797003980843551,"FEc",0.039,0.157,0.804,"fEc",0.663,0.234,0.076,0.028,"fEc",0.281,0.486,0.15,0.026,0.057,"FEc",0.008,0.042,0.04,0.017,0.074,0.819
"Iceland","ISL",2006,"Europe",4,"Working Democracy",0.798736373502832,0.902170216666925,0.792838385289117,"FEc",0.059,0.329,0.612,"fEc",0.804,0.111,0.065,0.02,"fEc",0.142,0.728,0.07,0.016,0.044,"FEc",0.015,0.069,0.055,0.037,0.245,0.579
"Iceland","ISL",2007,"Europe",0,"Working Democracy",0.795034434649857,0.906373247153114,0.792048501036775,"FEc",0.063,0.366,0.571,"fEc",0.803,0.107,0.069,0.021,"fEc",0.124,0.755,0.062,0.015,0.043,"FEc",0.016,0.073,0.059,0.042,0.302,0.507
"Iceland","ISL",2008,"Europe",0,"Working Democracy",0.795648537039799,0.910284108086964,0.795288861497865,"FEc",0.063,0.387,0.55,"fEc",0.811,0.1,0.069,0.02,"fEc",0.113,0.777,0.055,0.014,0.041,"FEc",0.017,0.073,0.057,0.044,0.332,0.478
"Iceland","ISL",2009,"Europe",0,"Working Democracy",0.778870763020079,0.929768537328436,0.796362400453868,"fEC",0.074,0.512,0.414,"fEc",0.741,0.113,0.115,0.031,"fEc",0.106,0.763,0.054,0.018,0.059,"fEc",0.019,0.074,0.055,0.06,0.521,0.271
"Iceland","ISL",2010,"Europe",0,"Working Democracy",0.778333944227464,0.934954465722976,0.804686290277865,"fEC",0.071,0.555,0.374,"fEc",0.743,0.105,0.122,0.03,"fEc",0.098,0.779,0.047,0.016,0.06,"fEc",0.017,0.066,0.046,0.058,0.588,0.224
"Iceland","ISL",2011,"Europe",0,"Working Democracy",0.778667730412744,0.935593670784173,0.804847345708227,"fEC",0.071,0.554,0.375,"fEc",0.741,0.106,0.123,0.03,"fEc",0.099,0.776,0.048,0.017,0.061,"fEc",0.018,0.067,0.047,0.059,0.585,0.225
"Iceland","ISL",2012,"Europe",4,"Working Democracy",0.790778279990638,0.92303811459837,0.80378090410626,"fEC",0.066,0.486,0.448,"fEc",0.816,0.085,0.079,0.02,"fEc",0.078,0.838,0.036,0.011,0.036,"fEc",0.016,0.069,0.049,0.049,0.493,0.324
"Iceland","ISL",2013,"Europe",0,"Working Democracy",0.8010470442383,0.88328364774115,0.798260740233825,"FEc",0.041,0.245,0.713,"fEc",0.853,0.089,0.045,0.013,"fEc",0.228,0.636,0.075,0.016,0.045,"FEc",0.005,0.031,0.02,0.013,0.075,0.856
"Iceland","ISL",2014,"Europe",0,"Working Democracy",0.798384743890444,0.882387040864238,0.798104030245632,"FEc",0.042,0.269,0.689,"fEc",0.878,0.071,0.04,0.011,"fEc",0.211,0.665,0.066,0.015,0.042,"FEc",0.006,0.034,0.021,0.014,0.089,0.836
"Iceland","ISL",2015,"Europe",0,"Working Democracy",0.801040139432893,0.879268103046666,0.798195208592035,"FEc",0.038,0.223,0.739,"fEc",0.84,0.098,0.048,0.014,"fEc",0.267,0.587,0.081,0.017,0.047,"FEc",0.003,0.022,0.014,0.009,0.047,0.905
"Iceland","ISL",2016,"Europe",2,"Working Democracy",0.788390009722969,0.885236812552421,0.804308613986303,"FEc",0.045,0.468,0.487,"fEc",0.988,0.006,0.005,0.001,"fEc",0.082,0.871,0.021,0.006,0.021,"FEc",0.01,0.061,0.031,0.031,0.311,0.556
"Iceland","ISL",2017,"Europe",2,"Working Democracy",0.781795609752466,0.905439731132479,0.791031303583746,"FEc",0.063,0.456,0.481,"fEc",0.839,0.077,0.066,0.017,"fEc",0.077,0.846,0.035,0.01,0.032,"fEc",0.016,0.069,0.049,0.046,0.439,0.381
"Israel","ISR",1949,"Middle East and North Africa",0,"Deficient Democracy",0.596106681278718,0.681535251983375,0.682425949005976,"fEC",0.048,0.85,0.102,"fEC",0.006,0.002,0.99,0.001,"fEC",0.112,0.078,0.024,0.018,0.768,"fEC",0.024,0.154,0.03,0.561,0.147,0.085
"Israel","ISR",1950,"Middle East and North Africa",0,"Deficient Democracy",0.597730716179053,0.681535251983375,0.682298431290352,"fEC",0.048,0.849,0.103,"fEC",0.009,0.004,0.985,0.002,"fEC",0.127,0.086,0.027,0.02,0.74,"fEC",0.025,0.167,0.032,0.534,0.153,0.09
"Israel","ISR",1951,"Middle East and North Africa",0,"Deficient Democracy",0.597865843926309,0.693289577819039,0.682298431290352,"fEC",0.025,0.914,0.061,"fEC",0.037,0.012,0.945,0.006,"fEC",0.136,0.116,0.029,0.02,0.699,"fEC",0.024,0.151,0.032,0.477,0.214,0.102
"Israel","ISR",1952,"Middle East and North Africa",0,"Deficient Democracy",0.597865843926309,0.693289577819039,0.682298431290352,"fEC",0.025,0.914,0.061,"fEC",0.037,0.012,0.945,0.006,"fEC",0.136,0.116,0.029,0.02,0.699,"fEC",0.024,0.151,0.032,0.477,0.214,0.102
"Israel","ISR",1953,"Middle East and North Africa",0,"Deficient Democracy",0.574441022356129,0.693289577819039,0.689321809444322,"fEC",0.056,0.838,0.107,"fEC",0.063,0.023,0.899,0.015,"fEC",0.018,0.019,0.005,0.004,0.953,"fEC",0.009,0.039,0.011,0.847,0.065,0.029
"Israel","ISR",1954,"Middle East and North Africa",0,"Deficient Democracy",0.577891133030364,0.693289577819039,0.689321809444322,"fEC",0.052,0.846,0.102,"fEC",0.052,0.019,0.917,0.012,"fEC",0.018,0.019,0.005,0.004,0.954,"fEC",0.01,0.044,0.012,0.83,0.072,0.032
"Israel","ISR",1955,"Middle East and North Africa",0,"Deficient Democracy",0.580942320587114,0.693062608845736,0.689321809444322,"fEC",0.05,0.852,0.098,"fEC",0.042,0.015,0.934,0.009,"fEC",0.02,0.019,0.006,0.004,0.951,"fEC",0.011,0.05,0.013,0.811,0.079,0.035
"Israel","ISR",1956,"Middle East and North Africa",0,"Deficient Democracy",0.580942320587114,0.693062608845736,0.689321809444322,"fEC",0.05,0.852,0.098,"fEC",0.042,0.015,0.934,0.009,"fEC",0.02,0.019,0.006,0.004,0.951,"fEC",0.011,0.05,0.013,0.811,0.079,0.035
"Israel","ISR",1957,"Middle East and North Africa",0,"Deficient Democracy",0.582039189342061,0.693062608845736,0.689321809444322,"fEC",0.049,0.854,0.097,"fEC",0.038,0.014,0.939,0.009,"fEC",0.021,0.02,0.006,0.005,0.948,"fEC",0.012,0.053,0.014,0.802,0.082,0.037
"Israel","ISR",1958,"Middle East and North Africa",0,"Deficient Democracy",0.582039189342061,0.693062608845736,0.689321809444322,"fEC",0.049,0.854,0.097,"fEC",0.038,0.014,0.939,0.009,"fEC",0.021,0.02,0.006,0.005,0.948,"fEC",0.012,0.053,0.014,0.802,0.082,0.037
"Israel","ISR",1959,"Middle East and North Africa",0,"Deficient Democracy",0.581117184171755,0.689258267860052,0.699428917623952,"fEC",0.08,0.787,0.133,"fEC",0.049,0.021,0.915,0.015,"fEC",0.001,0.001,0,0,0.997,"fEC",0.002,0.01,0.003,0.967,0.012,0.006
"Israel","ISR",1960,"Middle East and North Africa",0,"Deficient Democracy",0.585270015434562,0.711257062176799,0.711120305777923,"fEC",0.072,0.801,0.127,"fEC",0.09,0.035,0.851,0.024,"fEC",0.022,0.023,0.007,0.006,0.941,"fEC",0.007,0.026,0.008,0.896,0.043,0.02
"Israel","ISR",1961,"Middle East and North Africa",0,"Deficient Democracy",0.580263123929404,0.722694009218227,0.718521179953801,"fEC",0.082,0.777,0.142,"fEC",0.137,0.054,0.771,0.038,"fEC",0.052,0.06,0.018,0.016,0.854,"fEC",0.013,0.044,0.015,0.811,0.081,0.035
"Israel","ISR",1962,"Middle East and North Africa",0,"Deficient Democracy",0.580263123929404,0.722694009218227,0.718521179953801,"fEC",0.082,0.777,0.142,"fEC",0.137,0.054,0.771,0.038,"fEC",0.052,0.06,0.018,0.016,0.854,"fEC",0.013,0.044,0.015,0.811,0.081,0.035
"Israel","ISR",1963,"Middle East and North Africa",0,"Deficient Democracy",0.580263123929404,0.722694009218227,0.718521179953801,"fEC",0.082,0.777,0.142,"fEC",0.137,0.054,0.771,0.038,"fEC",0.052,0.06,0.018,0.016,0.854,"fEC",0.013,0.044,0.015,0.811,0.081,0.035
"Israel","ISR",1964,"Middle East and North Africa",0,"Deficient Democracy",0.580263123929404,0.739003503994042,0.723968657827836,"fEC",0.081,0.772,0.146,"fEC",0.18,0.068,0.706,0.046,"fEC",0.08,0.105,0.03,0.025,0.76,"fEC",0.021,0.067,0.024,0.686,0.144,0.058
"Israel","ISR",1965,"Middle East and North Africa",0,"Deficient Democracy",0.575881699139615,0.738878077544878,0.723968657827836,"fEC",0.086,0.76,0.153,"fEC",0.188,0.073,0.689,0.05,"fEC",0.086,0.113,0.033,0.028,0.74,"fEC",0.023,0.07,0.026,0.67,0.149,0.062
"Israel","ISR",1966,"Middle East and North Africa",0,"Deficient Democracy",0.579887932931477,0.748719366191541,0.723968657827836,"fEC",0.078,0.775,0.147,"fEC",0.209,0.076,0.666,0.05,"fEC",0.098,0.139,0.038,0.03,0.696,"fEC",0.025,0.079,0.03,0.598,0.194,0.074
"Israel","ISR",1967,"Middle East and North Africa",0,"Deficient Democracy",0.59283086484558,0.763179172125728,0.748784876770506,"fEC",0.096,0.739,0.165,"fEC",0.201,0.08,0.662,0.057,"fEC",0.096,0.126,0.039,0.033,0.707,"fEC",0.026,0.076,0.03,0.642,0.158,0.068
"Israel","ISR",1968,"Middle East and North Africa",0,"Deficient Democracy",0.59283086484558,0.762875006616141,0.748784876770506,"fEC",0.096,0.739,0.165,"fEC",0.2,0.08,0.663,0.057,"fEC",0.096,0.125,0.038,0.033,0.708,"fEC",0.026,0.076,0.029,0.644,0.157,0.067
"Israel","ISR",1969,"Middle East and North Africa",0,"Deficient Democracy",0.592825282387719,0.762617825203765,0.750417080566251,"fEC",0.099,0.734,0.168,"fEC",0.199,0.081,0.663,0.058,"fEC",0.096,0.123,0.039,0.033,0.71,"fEC",0.026,0.075,0.029,0.65,0.152,0.066
"Israel","ISR",1970,"Middle East and North Africa",0,"Deficient Democracy",0.603820170043127,0.762617825203765,0.750417080566251,"fEC",0.086,0.762,0.152,"fEC",0.178,0.069,0.705,0.048,"fEC",0.08,0.102,0.03,0.025,0.763,"fEC",0.021,0.065,0.024,0.699,0.135,0.056
"Israel","ISR",1971,"Middle East and North Africa",0,"Deficient Democracy",0.603820170043127,0.762617825203765,0.750417080566251,"fEC",0.086,0.762,0.152,"fEC",0.178,0.069,0.705,0.048,"fEC",0.08,0.102,0.03,0.025,0.763,"fEC",0.021,0.065,0.024,0.699,0.135,0.056
"Israel","ISR",1972,"Middle East and North Africa",0,"Deficient Democracy",0.591317886810814,0.762617825203765,0.776458712086629,"fEC",0.143,0.656,0.201,"fEC",0.2,0.098,0.622,0.081,"fEC",0.112,0.128,0.05,0.049,0.661,"fEC",0.037,0.087,0.036,0.636,0.134,0.07
"Israel","ISR",1973,"Middle East and North Africa",0,"Deficient Democracy",0.61164125820251,0.749340805731881,0.775837557192213,"fEC",0.14,0.671,0.189,"fEC",0.154,0.077,0.703,0.066,"fEC",0.078,0.079,0.032,0.033,0.777,"fEC",0.021,0.054,0.02,0.795,0.071,0.039
"Israel","ISR",1974,"Middle East and North Africa",0,"Deficient Democracy",0.616426871030495,0.768868618912282,0.810759328692548,"fEC",0.176,0.609,0.215,"fEC",0.189,0.104,0.61,0.098,"fEC",0.119,0.121,0.055,0.061,0.643,"fEC",0.045,0.095,0.038,0.635,0.118,0.07
"Israel","ISR",1975,"Middle East and North Africa",0,"Deficient Democracy",0.616426871030495,0.786780423711362,0.810759328692548,"fEC",0.158,0.631,0.21,"fEC",0.201,0.104,0.604,0.091,"fEC",0.119,0.132,0.055,0.057,0.637,"fEC",0.042,0.094,0.039,0.615,0.134,0.074
"Israel","ISR",1976,"Middle East and North Africa",0,"Deficient Democracy",0.629124880302767,0.784404005237129,0.810759328692548,"fEC",0.152,0.646,0.202,"fEC",0.183,0.093,0.643,0.081,"fEC",0.104,0.111,0.046,0.048,0.692,"fEC",0.034,0.08,0.031,0.685,0.109,0.06
"Israel","ISR",1977,"Middle East and North Africa",0,"Deficient Democracy",0.627317138086444,0.803218463890461,0.820709496257243,"fEC",0.152,0.639,0.209,"fEC",0.206,0.104,0.602,0.088,"fEC",0.12,0.136,0.055,0.056,0.633,"fEC",0.042,0.094,0.04,0.606,0.141,0.076
"Israel","ISR",1978,"Middle East and North Africa",0,"Deficient Democracy",0.629501162982783,0.812495295941478,0.823139411865465,"fEC",0.147,0.645,0.208,"fEC",0.213,0.105,0.594,0.087,"fEC",0.123,0.143,0.057,0.055,0.622,"fEC",0.042,0.096,0.041,0.588,0.152,0.08
"Israel","ISR",1979,"Middle East and North Africa",0,"Deficient Democracy",0.629501162982783,0.812495295941478,0.823139411865465,"fEC",0.147,0.645,0.208,"fEC",0.213,0.105,0.594,0.087,"fEC",0.123,0.143,0.057,0.055,0.622,"fEC",0.042,0.096,0.041,0.588,0.152,0.08
"Israel","ISR",1980,"Middle East and North Africa",0,"Deficient Democracy",0.628953338378947,0.812495295941478,0.823139411865465,"fEC",0.148,0.644,0.208,"fEC",0.214,0.106,0.593,0.088,"fEC",0.123,0.144,0.057,0.056,0.62,"fEC",0.043,0.097,0.042,0.585,0.153,0.081
"Israel","ISR",1981,"Middle East and North Africa",0,"Deficient Democracy",0.629806158216968,0.812548374216976,0.823139411865465,"fEC",0.147,0.645,0.208,"fEC",0.213,0.105,0.595,0.087,"fEC",0.122,0.143,0.056,0.055,0.623,"fEC",0.042,0.096,0.041,0.589,0.152,0.08
"Israel","ISR",1982,"Middle East and North Africa",0,"Deficient Democracy",0.629806158216968,0.812548374216976,0.823139411865465,"fEC",0.147,0.645,0.208,"fEC",0.213,0.105,0.595,0.087,"fEC",0.122,0.143,0.056,0.055,0.623,"fEC",0.042,0.096,0.041,0.589,0.152,0.08
"Israel","ISR",1983,"Middle East and North Africa",0,"Deficient Democracy",0.629806158216968,0.812548374216976,0.823025516073214,"fEC",0.147,0.646,0.208,"fEC",0.213,0.105,0.595,0.087,"fEC",0.122,0.143,0.056,0.055,0.623,"fEC",0.042,0.096,0.041,0.589,0.152,0.08
"Israel","ISR",1984,"Middle East and North Africa",0,"Deficient Democracy",0.614614245488475,0.816989063389213,0.823694707788341,"fEC",0.157,0.624,0.219,"fEC",0.232,0.117,0.554,0.097,"fEC",0.138,0.165,0.067,0.065,0.564,"fEC",0.051,0.109,0.05,0.521,0.175,0.094
"Israel","ISR",1985,"Middle East and North Africa",0,"Deficient Democracy",0.615861566560073,0.816989063389213,0.808823780499404,"fEC",0.136,0.657,0.207,"fEC",0.235,0.11,0.57,0.085,"fEC",0.131,0.167,0.061,0.056,0.585,"fEC",0.044,0.102,0.046,0.532,0.185,0.092
"Israel","ISR",1986,"Middle East and North Africa",0,"Deficient Democracy",0.619659220863606,0.811192919986005,0.813152580870142,"fEC",0.142,0.651,0.207,"fEC",0.223,0.107,0.584,0.086,"fEC",0.126,0.154,0.059,0.056,0.606,"fEC",0.043,0.099,0.043,0.563,0.167,0.085
"Israel","ISR",1987,"Middle East and North Africa",0,"Deficient Democracy",0.618488496867492,0.818215577547746,0.813152580870142,"fEC",0.139,0.652,0.208,"fEC",0.233,0.11,0.571,0.086,"fEC",0.131,0.164,0.061,0.057,0.587,"fEC",0.044,0.102,0.046,0.537,0.181,0.091
"Israel","ISR",1988,"Middle East and North Africa",0,"Deficient Democracy",0.628823455412139,0.803896637650543,0.813152580870142,"fEC",0.139,0.661,0.2,"fEC",0.204,0.098,0.619,0.08,"fEC",0.113,0.132,0.05,0.049,0.656,"fEC",0.037,0.088,0.036,0.626,0.141,0.072
"Israel","ISR",1989,"Middle East and North Africa",0,"Deficient Democracy",0.631917058949005,0.803896637650543,0.813152580870142,"fEC",0.136,0.667,0.197,"fEC",0.2,0.095,0.628,0.077,"fEC",0.109,0.127,0.048,0.046,0.669,"fEC",0.035,0.085,0.035,0.642,0.135,0.069
"Israel","ISR",1990,"Middle East and North Africa",0,"Deficient Democracy",0.632548164762395,0.803896637650543,0.814803501990734,"fEC",0.138,0.664,0.198,"fEC",0.199,0.096,0.627,0.078,"fEC",0.11,0.126,0.049,0.047,0.668,"fEC",0.035,0.085,0.035,0.642,0.134,0.069
"Israel","ISR",1991,"Middle East and North Africa",0,"Deficient Democracy",0.632481235745896,0.798073091807013,0.814788433581877,"fEC",0.143,0.657,0.2,"fEC",0.193,0.095,0.633,0.079,"fEC",0.107,0.12,0.047,0.047,0.678,"fEC",0.035,0.083,0.033,0.659,0.124,0.066
